event,object,subject,sentence,appears_in_article,appears_in_knowledge_graph,reference,revision,thread
Fishing,Cod Table,ScaniaSeafood Holdings Ltd. Liability Co,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald
Fishing,Cod Table,ScaniaSeafood Holdings Ltd. Liability Co,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Fishing,Cod Table,ScaniaSeafood Holdings Ltd. Liability Co,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Fishing,Cod Table,ScaniaSeafood Holdings Ltd. Liability Co,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Fishing,Cod Table,ScaniaSeafood Holdings Ltd. Liability Co,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Fishing,Cod Table,ScaniaSeafood Holdings Ltd. Liability Co,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Fishing,Cod Table,ScaniaSeafood Holdings Ltd. Liability Co,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald
Fishing,Cod Table,ScaniaSeafood Holdings Ltd. Liability Co,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald
Fishing,Cod Table,ScaniaSeafood Holdings Ltd. Liability Co,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald
Fishing,Cod Table,ScaniaSeafood Holdings Ltd. Liability Co,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Fishing,Cod Table,ScaniaSeafood Holdings Ltd. Liability Co,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Fishing,Cod Table,ScaniaSeafood Holdings Ltd. Liability Co,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Fishing,Cod Table,ScaniaSeafood Holdings Ltd. Liability Co,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Fishing,Cod Table,ScaniaSeafood Holdings Ltd. Liability Co,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Fishing,Cod Table,ScaniaSeafood Holdings Ltd. Liability Co,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald
Fishing,Cod Table,ScaniaSeafood Holdings Ltd. Liability Co,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Fishing,Cod Table,ScaniaSeafood Holdings Ltd. Liability Co,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Fishing,Cod Table,ScaniaSeafood Holdings Ltd. Liability Co,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Fishing,Cod Table,ScaniaSeafood Holdings Ltd. Liability Co,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Fishing,Don Limpet Preserve,ScaniaSeafood Holdings Ltd. Liability Co,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald
Fishing,Don Limpet Preserve,ScaniaSeafood Holdings Ltd. Liability Co,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Fishing,Don Limpet Preserve,ScaniaSeafood Holdings Ltd. Liability Co,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Fishing,Don Limpet Preserve,ScaniaSeafood Holdings Ltd. Liability Co,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Fishing,Ghoti Preserve,ScaniaSeafood Holdings Ltd. Liability Co,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald
Fishing,Ghoti Preserve,ScaniaSeafood Holdings Ltd. Liability Co,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Fishing,Ghoti Preserve,ScaniaSeafood Holdings Ltd. Liability Co,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Fishing,Ghoti Preserve,ScaniaSeafood Holdings Ltd. Liability Co,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Fishing,Ghoti Preserve,ScaniaSeafood Holdings Ltd. Liability Co,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Fishing,Ghoti Preserve,ScaniaSeafood Holdings Ltd. Liability Co,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald
Fishing,Ghoti Preserve,ScaniaSeafood Holdings Ltd. Liability Co,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Criticize,SeaWatch Conservation Society,ScaniaSeafood Holdings Ltd. Liability Co,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald
Criticize,Paackland Fishermen's Rights Enforcement Network,ScaniaSeafood Holdings Ltd. Liability Co,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Criticize,Paackland Fishermen's Rights Enforcement Network,ScaniaSeafood Holdings Ltd. Liability Co,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald
Criticize,Paackland Fishermen's Rights Enforcement Network,ScaniaSeafood Holdings Ltd. Liability Co,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Criticize,Paackland Fishermen's Rights Enforcement Network,ScaniaSeafood Holdings Ltd. Liability Co,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald
Criticize,Paackland Fishermen's Rights Enforcement Network,ScaniaSeafood Holdings Ltd. Liability Co,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald
Fishing,Nemo Reef,ScaniaSeafood Holdings Ltd. Liability Co,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Fishing,Nemo Reef,ScaniaSeafood Holdings Ltd. Liability Co,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Fishing,Nemo Reef,ScaniaSeafood Holdings Ltd. Liability Co,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald
Fishing,Nemo Reef,ScaniaSeafood Holdings Ltd. Liability Co,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Fishing,Nemo Reef,ScaniaSeafood Holdings Ltd. Liability Co,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald
Fishing,Nemo Reef,ScaniaSeafood Holdings Ltd. Liability Co,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Fishing,Nemo Reef,ScaniaSeafood Holdings Ltd. Liability Co,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Criticize,Oceanus Guardians Alliance,ScaniaSeafood Holdings Ltd. Liability Co,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Criticize,Oceanus Guardians Alliance,ScaniaSeafood Holdings Ltd. Liability Co,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald
Criticize,Oceanus Guardians Alliance,ScaniaSeafood Holdings Ltd. Liability Co,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Criticize,Oceanus Guardians Alliance,ScaniaSeafood Holdings Ltd. Liability Co,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Criticize,Oceanus Guardians Alliance,ScaniaSeafood Holdings Ltd. Liability Co,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Criticize,Marine Sentinels Initiative,ScaniaSeafood Holdings Ltd. Liability Co,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald
Criticize,Marine Sentinels Initiative,ScaniaSeafood Holdings Ltd. Liability Co,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Criticize,Marine Sentinels Initiative,ScaniaSeafood Holdings Ltd. Liability Co,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Criticize,Marine Sentinels Initiative,ScaniaSeafood Holdings Ltd. Liability Co,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Criticize,Marine Sentinels Initiative,ScaniaSeafood Holdings Ltd. Liability Co,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Fishing,Wrasse Beds,ScaniaSeafood Holdings Ltd. Liability Co,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Fishing,Wrasse Beds,ScaniaSeafood Holdings Ltd. Liability Co,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald
Fishing,Wrasse Beds,ScaniaSeafood Holdings Ltd. Liability Co,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Fishing,Wrasse Beds,ScaniaSeafood Holdings Ltd. Liability Co,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Fishing,Wrasse Beds,ScaniaSeafood Holdings Ltd. Liability Co,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald
Fishing,Wrasse Beds,ScaniaSeafood Holdings Ltd. Liability Co,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald
Criticize,Coral Reef Protection Coalition,ScaniaSeafood Holdings Ltd. Liability Co,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Criticize,Coral Reef Protection Coalition,ScaniaSeafood Holdings Ltd. Liability Co,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Criticize,Coral Reef Protection Coalition,SouthLeska Worldwide AS,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald
Fishing,Don Limpet Preserve,SouthLeska Worldwide AS,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Fishing,Don Limpet Preserve,SouthLeska Worldwide AS,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Fishing,Don Limpet Preserve,SouthLeska Worldwide AS,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Fishing,Don Limpet Preserve,SouthLeska Worldwide AS,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Criticize,SeaWatch Conservation Society,SouthLeska Worldwide AS,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Criticize,Oceanus Guardians Alliance,SouthLeska Worldwide AS,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Criticize,Oceanus Guardians Alliance,SouthLeska Worldwide AS,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Criticize,Marine Sentinels Initiative,SouthLeska Worldwide AS,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald
Fishing,Ghoti Preserve,SouthLeska Worldwide AS,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Fishing,Ghoti Preserve,SouthLeska Worldwide AS,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Fishing,Cod Table,SouthLeska Worldwide AS,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Fishing,Tuna Shelf,SouthLeska Worldwide AS,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Criticize,Paackland Fishermen's Rights Enforcement Network,SouthLeska Worldwide AS,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Fishing,Cod Table,SouthSeafood Express Corp,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald
Fishing,Cod Table,SouthSeafood Express Corp,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald
Fishing,Cod Table,SouthSeafood Express Corp,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Fishing,Cod Table,SouthSeafood Express Corp,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Fishing,Cod Table,SouthSeafood Express Corp,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Fishing,Cod Table,SouthSeafood Express Corp,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Fishing,Cod Table,SouthSeafood Express Corp,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Applaud,Marine Sentinels Initiative,SouthSeafood Express Corp,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald
Fishing,Tuna Shelf,SouthSeafood Express Corp,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Fishing,Tuna Shelf,SouthSeafood Express Corp,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Fishing,Tuna Shelf,SouthSeafood Express Corp,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Applaud,Oceanus Guardians Alliance,SouthSeafood Express Corp,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Applaud,Paackland Fishermen's Rights Enforcement Network,SouthSeafood Express Corp,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Fishing,Wrasse Beds,StichtingMarine Shipping Company,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald
Fishing,Wrasse Beds,StichtingMarine Shipping Company,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald
Fishing,Wrasse Beds,StichtingMarine Shipping Company,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Fishing,Wrasse Beds,StichtingMarine Shipping Company,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Fishing,Wrasse Beds,StichtingMarine Shipping Company,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Fishing,Wrasse Beds,StichtingMarine Shipping Company,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Fishing,Wrasse Beds,StichtingMarine Shipping Company,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald
Fishing,Wrasse Beds,StichtingMarine Shipping Company,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald
Fishing,Wrasse Beds,StichtingMarine Shipping Company,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald
Fishing,Wrasse Beds,StichtingMarine Shipping Company,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald
Fishing,Wrasse Beds,StichtingMarine Shipping Company,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald
Fishing,Wrasse Beds,StichtingMarine Shipping Company,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald
Fishing,Wrasse Beds,StichtingMarine Shipping Company,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Fishing,Wrasse Beds,StichtingMarine Shipping Company,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Fishing,Wrasse Beds,StichtingMarine Shipping Company,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Fishing,Wrasse Beds,StichtingMarine Shipping Company,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Fishing,Wrasse Beds,StichtingMarine Shipping Company,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Fishing,Wrasse Beds,StichtingMarine Shipping Company,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Fishing,Wrasse Beds,StichtingMarine Shipping Company,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Fishing,Wrasse Beds,StichtingMarine Shipping Company,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Fishing,Wrasse Beds,StichtingMarine Shipping Company,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Fishing,Wrasse Beds,StichtingMarine Shipping Company,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Fishing,Wrasse Beds,StichtingMarine Shipping Company,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald
Fishing,Wrasse Beds,StichtingMarine Shipping Company,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Fishing,Wrasse Beds,StichtingMarine Shipping Company,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Fishing,Wrasse Beds,StichtingMarine Shipping Company,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Fishing,Wrasse Beds,StichtingMarine Shipping Company,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Fishing,Wrasse Beds,StichtingMarine Shipping Company,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Fishing,Wrasse Beds,StichtingMarine Shipping Company,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald
Fishing,Wrasse Beds,StichtingMarine Shipping Company,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald
Fishing,Wrasse Beds,StichtingMarine Shipping Company,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald
Fishing,Wrasse Beds,StichtingMarine Shipping Company,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Fishing,Wrasse Beds,StichtingMarine Shipping Company,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Fishing,Wrasse Beds,StichtingMarine Shipping Company,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Fishing,Wrasse Beds,StichtingMarine Shipping Company,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Fishing,Wrasse Beds,StichtingMarine Shipping Company,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Fishing,Wrasse Beds,StichtingMarine Shipping Company,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Fishing,Wrasse Beds,StichtingMarine Shipping Company,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Criticize,Paackland Fishermen's Rights Enforcement Network,StichtingMarine Shipping Company,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald
Criticize,Paackland Fishermen's Rights Enforcement Network,StichtingMarine Shipping Company,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Criticize,Paackland Fishermen's Rights Enforcement Network,StichtingMarine Shipping Company,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald
Criticize,Paackland Fishermen's Rights Enforcement Network,StichtingMarine Shipping Company,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Criticize,Paackland Fishermen's Rights Enforcement Network,StichtingMarine Shipping Company,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Fishing,Tuna Shelf,StichtingMarine Shipping Company,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Fishing,Tuna Shelf,StichtingMarine Shipping Company,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald
Fishing,Nemo Reef,StichtingMarine Shipping Company,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Fishing,Nemo Reef,StichtingMarine Shipping Company,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Fishing,Nemo Reef,StichtingMarine Shipping Company,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald
Fishing,Nemo Reef,StichtingMarine Shipping Company,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald
Fishing,Don Limpet Preserve,StichtingMarine Shipping Company,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Fishing,Don Limpet Preserve,StichtingMarine Shipping Company,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald
Fishing,Don Limpet Preserve,StichtingMarine Shipping Company,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Fishing,Don Limpet Preserve,StichtingMarine Shipping Company,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald
Fishing,Don Limpet Preserve,StichtingMarine Shipping Company,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald
Fishing,Don Limpet Preserve,StichtingMarine Shipping Company,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Criticize,SeaWatch Conservation Society,StichtingMarine Shipping Company,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Criticize,SeaWatch Conservation Society,StichtingMarine Shipping Company,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Criticize,SeaWatch Conservation Society,StichtingMarine Shipping Company,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Criticize,Oceanus Guardians Alliance,StichtingMarine Shipping Company,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Criticize,Oceanus Guardians Alliance,StichtingMarine Shipping Company,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald
Criticize,Oceanus Guardians Alliance,StichtingMarine Shipping Company,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Criticize,Oceanus Guardians Alliance,StichtingMarine Shipping Company,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald
Fishing,Ghoti Preserve,StichtingMarine Shipping Company,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Fishing,Ghoti Preserve,StichtingMarine Shipping Company,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Fishing,Ghoti Preserve,StichtingMarine Shipping Company,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald
Fishing,Ghoti Preserve,StichtingMarine Shipping Company,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Fishing,Cod Table,StichtingMarine Shipping Company,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Fishing,Cod Table,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald
Fishing,Cod Table,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Fishing,Cod Table,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald
Fishing,Cod Table,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald
Fishing,Cod Table,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Fishing,Cod Table,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Fishing,Cod Table,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Fishing,Cod Table,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald
Fishing,Cod Table,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald
Fishing,Cod Table,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald
Fishing,Cod Table,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald
Fishing,Cod Table,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Fishing,Cod Table,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Fishing,Cod Table,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Fishing,Cod Table,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Fishing,Cod Table,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald
Fishing,Cod Table,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald
Fishing,Cod Table,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald
Fishing,Cod Table,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Fishing,Cod Table,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Fishing,Cod Table,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Fishing,Cod Table,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald
Fishing,Cod Table,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Fishing,Cod Table,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Fishing,Cod Table,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Fishing,Cod Table,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Fishing,Cod Table,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Fishing,Cod Table,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Fishing,Cod Table,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Criticize,Paackland Fishermen's Rights Enforcement Network,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald
