event,object,subject,sentence,appears_in_article,appears_in_knowledge_graph,reference,revision,thread,bias_score,algorithm,analyst,timestamp
Aid,Marine_Sanctuary,NyanzaRiver Worldwide AS,,False,True,NyanzaRiver Worldwide AS__0__0__The News Buoy.txt,00,NyanzaRiver Worldwide AS_The News Buoy,1.0,ShadGPT,Harvey Janus,2035-06-02T21:00:00
Aid,Marine_Sanctuary,NyanzaRiver Worldwide AS,,False,True,NyanzaRiver Worldwide AS__0__0__The News Buoy.txt,00,NyanzaRiver Worldwide AS_The News Buoy,1.0,ShadGPT,Harvey Janus,2035-06-02T21:00:00
Aid,Marine_Sanctuary,NyanzaRiver Worldwide AS,,False,True,NyanzaRiver Worldwide AS__0__0__The News Buoy.txt,00,NyanzaRiver Worldwide AS_The News Buoy,1.0,ShadGPT,Harvey Janus,2035-06-02T21:00:00
Aid,Marine_Sanctuary,NyanzaRiver Worldwide AS,,False,True,NyanzaRiver Worldwide AS__0__0__The News Buoy.txt,00,NyanzaRiver Worldwide AS_The News Buoy,1.0,ShadGPT,Harvey Janus,2035-06-02T21:00:00
Transaction,Serrano-Cruz,NyanzaRiver Worldwide AS,,False,True,NyanzaRiver Worldwide AS__0__0__The News Buoy.txt,00,NyanzaRiver Worldwide AS_The News Buoy,1.0,ShadGPT,Harvey Janus,2035-06-02T21:00:00
Communication.Conference,Phillips-Newton,Wu-Hart,"June 2, 2035: Continued transactions with Kelly-Smith, Bishop-Hernandez, Floyd-Cantu, Lutz-Fleming, and investments in efficiency, tracking systems, and sustainable nets, with participation in conferences like Clements, Allen and Sullivan and Phillips-Newton.",True,True,Wu-Hart__0__0__Lomark Daily.txt,00,Wu-Hart_Lomark Daily,0.0,ShadGPT,Urashima Tarō,2035-06-02T23:00:00
Transaction,Serrano-Cruz,"Phelps, Brown and Wallace",,False,True,"Phelps, Brown and Wallace__0__0__Haacklee Herald.txt",00,"Phelps, Brown and Wallace_Haacklee Herald",1.0,BassLine,Junior Shurdlu,2035-06-03T04:00:00
Fishing,Nemo Reef,AguaLeska Transit N.V.,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy,1.0,BassLine,Worf Peer,2035-06-03T05:00:00
Fishing,Ghoti Preserve,AguaLeska Transit N.V.,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy,1.0,BassLine,Worf Peer,2035-06-03T05:00:00
Criticize,Marine Sentinels Initiative,AguaLeska Transit N.V.,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy,1.0,BassLine,Worf Peer,2035-06-03T05:00:00
Communication,"Collins, Johnson and Lloyd","Phelps, Brown and Wallace",,False,True,"Phelps, Brown and Wallace__0__0__Lomark Daily.txt",00,"Phelps, Brown and Wallace_Lomark Daily",1.0,ShadGPT,Kristin Baker,2035-06-03T05:00:00
Transaction,Wong-Harrell,"Rasmussen, Nelson and King",,False,True,"Rasmussen, Nelson and King__0__0__Lomark Daily.txt",00,"Rasmussen, Nelson and King_Lomark Daily",1.0,ShadGPT,Olokun Daramola,2035-06-03T06:00:00
Transaction,Lee-Smith,"Rasmussen, Nelson and King",,False,True,"Rasmussen, Nelson and King__0__0__Lomark Daily.txt",00,"Rasmussen, Nelson and King_Lomark Daily",1.0,ShadGPT,Olokun Daramola,2035-06-03T06:00:00
Transaction,Bowers Group,"Rasmussen, Nelson and King",,False,True,"Rasmussen, Nelson and King__0__0__Lomark Daily.txt",00,"Rasmussen, Nelson and King_Lomark Daily",1.0,ShadGPT,Olokun Daramola,2035-06-03T06:00:00
Fishing,Tuna Shelf,AguaLeska Transit N.V.,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald,1.0,BassLine,Niklaus Oberon,2035-06-03T13:00:00
Fishing,Cod Table,AguaLeska Transit N.V.,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald,1.0,BassLine,Niklaus Oberon,2035-06-03T13:00:00
Criticize,SeaWatch Conservation Society,AguaLeska Transit N.V.,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald,1.0,BassLine,Niklaus Oberon,2035-06-03T13:00:00
CertificateIssued,AguaLeska Transit N.V.,City Of Centralia,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald,1.0,BassLine,Niklaus Oberon,2035-06-03T13:00:00
CertificateIssued,AguaLeska Transit N.V.,City Of South Paackland,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald,1.0,BassLine,Niklaus Oberon,2035-06-03T13:00:00
Fishing,Cod Table,AguaLeska Transit N.V.,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily,1.0,BassLine,Niklaus Oberon,2035-06-03T13:00:00
CertificateIssued,AguaLeska Transit N.V.,City Of Centralia,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily,1.0,BassLine,Niklaus Oberon,2035-06-03T13:00:00
CertificateIssued,AguaLeska Transit N.V.,City Of South Paackland,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily,1.0,BassLine,Niklaus Oberon,2035-06-03T13:00:00
Fishing,Tuna Shelf,AguaLeska Transit N.V.,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy,1.0,BassLine,Niklaus Oberon,2035-06-03T13:00:00
Fishing,Tuna Shelf,AguaLeska Transit N.V.,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy,1.0,BassLine,Niklaus Oberon,2035-06-03T13:00:00
CertificateIssued,AguaLeska Transit N.V.,City Of Centralia,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy,1.0,BassLine,Niklaus Oberon,2035-06-03T13:00:00
CertificateIssued,AguaLeska Transit N.V.,City Of Centralia,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy,1.0,BassLine,Niklaus Oberon,2035-06-03T13:00:00
CertificateIssued,AguaLeska Transit N.V.,City Of South Paackland,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy,1.0,BassLine,Niklaus Oberon,2035-06-03T13:00:00
Criticize,Oceanus Guardians Alliance,AguaLeska Transit N.V.,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily,1.0,ShadGPT,Melinda Manning,2035-06-03T15:00:00
Communication,Craig Ltd,Burns Inc,,False,True,Burns Inc__0__0__Lomark Daily.txt,00,Burns Inc_Lomark Daily,1.0,BassLine,Niklaus Oberon,2035-06-03T21:00:00
Communication,Craig Ltd,Burns Inc,,False,True,Burns Inc__0__0__The News Buoy.txt,00,Burns Inc_The News Buoy,1.0,BassLine,Niklaus Oberon,2035-06-03T21:00:00
Transaction,Jackson Inc,"Bell, Reynolds and Forbes",,False,True,"Bell, Reynolds and Forbes__0__0__Lomark Daily.txt",00,"Bell, Reynolds and Forbes_Lomark Daily",1.0,BassLine,Urashima Tarō,2035-06-04T01:00:00
Transaction,"Massey, King and Quinn","Bell, Reynolds and Forbes",,False,True,"Bell, Reynolds and Forbes__0__0__Lomark Daily.txt",00,"Bell, Reynolds and Forbes_Lomark Daily",1.0,BassLine,Urashima Tarō,2035-06-04T01:00:00
Communication.Conference,Watson-Gray,"Bell, Reynolds and Forbes",Held conferences with Harrell-Walters and Watson-Gray.,True,True,"Bell, Reynolds and Forbes__0__0__Haacklee Herald.txt",00,"Bell, Reynolds and Forbes_Haacklee Herald",0.0,ShadGPT,Urashima Tarō,2035-06-04T05:00:00
Transaction,Rosario-Melendez,"Bell, Reynolds and Forbes","Conducted transactions with Harrell-Walters, Rosario-Melendez, Moore-Simon, Brown, Clarke and Martinez (company), Brown-Stokes (company), Perez-Harmon (company), Alvarez PLC, Franco-Stuart, Evans Ltd (company), Greer-Holder, Holt PLC (company), Hernandez-Beasley (company), Valdez, Dalton and Cook, Harrington Inc.",True,True,"Bell, Reynolds and Forbes__0__0__Haacklee Herald.txt",00,"Bell, Reynolds and Forbes_Haacklee Herald",0.0,ShadGPT,Urashima Tarō,2035-06-04T05:00:00
Transaction,"Brown, Clarke and Martinez","Bell, Reynolds and Forbes","Conducted transactions with Harrell-Walters, Rosario-Melendez, Moore-Simon, Brown, Clarke and Martinez (company), Brown-Stokes (company), Perez-Harmon (company), Alvarez PLC, Franco-Stuart, Evans Ltd (company), Greer-Holder, Holt PLC (company), Hernandez-Beasley (company), Valdez, Dalton and Cook, Harrington Inc.",True,True,"Bell, Reynolds and Forbes__0__0__Haacklee Herald.txt",00,"Bell, Reynolds and Forbes_Haacklee Herald",0.0,ShadGPT,Urashima Tarō,2035-06-04T05:00:00
Transaction,Brown-Stokes,"Bell, Reynolds and Forbes","Conducted transactions with Harrell-Walters, Rosario-Melendez, Moore-Simon, Brown, Clarke and Martinez (company), Brown-Stokes (company), Perez-Harmon (company), Alvarez PLC, Franco-Stuart, Evans Ltd (company), Greer-Holder, Holt PLC (company), Hernandez-Beasley (company), Valdez, Dalton and Cook, Harrington Inc.",True,True,"Bell, Reynolds and Forbes__0__0__Haacklee Herald.txt",00,"Bell, Reynolds and Forbes_Haacklee Herald",0.0,ShadGPT,Urashima Tarō,2035-06-04T05:00:00
Transaction,Perez-Harmon,"Bell, Reynolds and Forbes","Conducted transactions with Harrell-Walters, Rosario-Melendez, Moore-Simon, Brown, Clarke and Martinez (company), Brown-Stokes (company), Perez-Harmon (company), Alvarez PLC, Franco-Stuart, Evans Ltd (company), Greer-Holder, Holt PLC (company), Hernandez-Beasley (company), Valdez, Dalton and Cook, Harrington Inc.",True,True,"Bell, Reynolds and Forbes__0__0__Haacklee Herald.txt",00,"Bell, Reynolds and Forbes_Haacklee Herald",0.0,ShadGPT,Urashima Tarō,2035-06-04T05:00:00
Communication,"Brown, Clarke and Martinez","Bell, Reynolds and Forbes",,False,True,"Bell, Reynolds and Forbes__0__1__The News Buoy.txt",01,"Bell, Reynolds and Forbes_The News Buoy",1.0,ShadGPT,Urashima Tarō,2035-06-04T05:00:00
Fishing,Cod Table,Oka Charter Boat Transport OJSC,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald,1.0,ShadGPT,Kristin Baker,2035-06-04T20:00:00
Fishing,Cod Table,Oka Charter Boat Transport OJSC,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy,1.0,ShadGPT,Kristin Baker,2035-06-04T20:00:00
Transaction,Allen-Weiss,"Clements, Allen and Sullivan",,False,True,"Clements, Allen and Sullivan__0__0__Haacklee Herald.txt",00,"Clements, Allen and Sullivan_Haacklee Herald",1.0,BassLine,Worf Peer,2035-06-05T01:00:00
Communication,Solis-Lopez,"Clements, Allen and Sullivan",,False,True,"Clements, Allen and Sullivan__0__0__Haacklee Herald.txt",00,"Clements, Allen and Sullivan_Haacklee Herald",1.0,BassLine,Worf Peer,2035-06-05T01:00:00
Transaction,Olsen-Haley,"Clements, Allen and Sullivan","Notable transactions during this period include partnerships with Evans-Burns, Turner-Green, and Olsen-Haley, among others, highlighting the company's commitment to collaboration and innovation.",True,True,"Clements, Allen and Sullivan__0__0__Lomark Daily.txt",00,"Clements, Allen and Sullivan_Lomark Daily",0.0,BassLine,Worf Peer,2035-06-05T01:00:00
Transaction,Horn and Sons,"Clements, Allen and Sullivan",,False,True,"Clements, Allen and Sullivan__0__0__The News Buoy.txt",00,"Clements, Allen and Sullivan_The News Buoy",1.0,BassLine,Worf Peer,2035-06-05T01:00:00
Transaction,Martin LLC,"Clements, Allen and Sullivan",,False,True,"Clements, Allen and Sullivan__0__0__The News Buoy.txt",00,"Clements, Allen and Sullivan_The News Buoy",1.0,BassLine,Worf Peer,2035-06-05T01:00:00
Transaction,Allen-Weiss,"Clements, Allen and Sullivan",,False,True,"Clements, Allen and Sullivan__0__0__The News Buoy.txt",00,"Clements, Allen and Sullivan_The News Buoy",1.0,BassLine,Worf Peer,2035-06-05T01:00:00
Transaction,Olsen-Haley,"Clements, Allen and Sullivan",,False,True,"Clements, Allen and Sullivan__0__0__The News Buoy.txt",00,"Clements, Allen and Sullivan_The News Buoy",1.0,BassLine,Worf Peer,2035-06-05T01:00:00
Transaction,Hernandez-Beasley,"Clements, Allen and Sullivan",,False,True,"Clements, Allen and Sullivan__0__0__The News Buoy.txt",00,"Clements, Allen and Sullivan_The News Buoy",1.0,BassLine,Worf Peer,2035-06-05T01:00:00
Communication,Solis-Lopez,"Clements, Allen and Sullivan",,False,True,"Clements, Allen and Sullivan__0__0__The News Buoy.txt",00,"Clements, Allen and Sullivan_The News Buoy",1.0,BassLine,Worf Peer,2035-06-05T01:00:00
Communication,Hughes-Clark,Wilcox-Nelson,,False,True,Wilcox-Nelson__0__0__Lomark Daily.txt,00,Wilcox-Nelson_Lomark Daily,1.0,ShadGPT,Jack Inch,2035-06-05T02:00:00
Transaction,Graham-Andrews,Wilcox-Nelson,,False,True,Wilcox-Nelson__0__0__Lomark Daily.txt,00,Wilcox-Nelson_Lomark Daily,1.0,ShadGPT,Jack Inch,2035-06-05T02:00:00
Transaction,Bishop-Hernandez,"Mann, Myers and Rivera",,False,True,"Mann, Myers and Rivera__0__0__The News Buoy.txt",00,"Mann, Myers and Rivera_The News Buoy",1.0,BassLine,Olokun Daramola,2035-06-05T03:00:00
Communication,Floyd-Cantu,"Mann, Myers and Rivera",,False,True,"Mann, Myers and Rivera__0__0__The News Buoy.txt",00,"Mann, Myers and Rivera_The News Buoy",1.0,BassLine,Olokun Daramola,2035-06-05T03:00:00
Transaction,"Willis, Vasquez and Goodwin",Watson-Gray,,False,True,Watson-Gray__0__0__Lomark Daily.txt,00,Watson-Gray_Lomark Daily,1.0,BassLine,Clepper Jessen,2035-06-05T08:00:00
Communication,Harper Inc,Watson-Gray,,False,True,Watson-Gray__0__0__Lomark Daily.txt,00,Watson-Gray_Lomark Daily,1.0,BassLine,Clepper Jessen,2035-06-05T08:00:00
Communication,Wu-Hart,Rivas-Stevens,,False,True,Rivas-Stevens__0__0__Haacklee Herald.txt,00,Rivas-Stevens_Haacklee Herald,1.0,ShadGPT,Greta Grass-Hill,2035-06-05T09:00:00
Transaction,"Garcia, Merritt and Rose",Watson-Gray,,False,True,Watson-Gray__0__0__The News Buoy.txt,00,Watson-Gray_The News Buoy,1.0,ShadGPT,Kristin Baker,2035-06-05T09:00:00
Communication,Vargas-Jensen,Watson-Gray,,False,True,Watson-Gray__0__0__The News Buoy.txt,00,Watson-Gray_The News Buoy,1.0,ShadGPT,Kristin Baker,2035-06-05T09:00:00
Transaction,Evans Ltd,"Glover, Moran and Johnson",,False,True,"Glover, Moran and Johnson__0__0__Haacklee Herald.txt",00,"Glover, Moran and Johnson_Haacklee Herald",1.0,ShadGPT,Urashima Tarō,2035-06-05T11:00:00
Transaction,Lutz-Fleming,"Glover, Moran and Johnson",,False,True,"Glover, Moran and Johnson__0__0__Lomark Daily.txt",00,"Glover, Moran and Johnson_Lomark Daily",1.0,ShadGPT,Urashima Tarō,2035-06-05T11:00:00
Transaction,Evans Ltd,"Glover, Moran and Johnson",,False,True,"Glover, Moran and Johnson__0__0__The News Buoy.txt",00,"Glover, Moran and Johnson_The News Buoy",1.0,ShadGPT,Urashima Tarō,2035-06-05T11:00:00
Transaction,"Massey, King and Quinn","Glover, Moran and Johnson",,False,True,"Glover, Moran and Johnson__0__0__The News Buoy.txt",00,"Glover, Moran and Johnson_The News Buoy",1.0,ShadGPT,Urashima Tarō,2035-06-05T11:00:00
Transaction,"Bryant, Macdonald and Howard","Glover, Moran and Johnson",,False,True,"Glover, Moran and Johnson__0__0__The News Buoy.txt",00,"Glover, Moran and Johnson_The News Buoy",1.0,ShadGPT,Urashima Tarō,2035-06-05T11:00:00
Communication,Phillips-Newton,"Glover, Moran and Johnson",,False,True,"Glover, Moran and Johnson__0__0__The News Buoy.txt",00,"Glover, Moran and Johnson_The News Buoy",1.0,ShadGPT,Urashima Tarō,2035-06-05T11:00:00
Transaction,Lutz-Fleming,"Glover, Moran and Johnson",,False,True,"Glover, Moran and Johnson__0__0__The News Buoy.txt",00,"Glover, Moran and Johnson_The News Buoy",1.0,ShadGPT,Urashima Tarō,2035-06-05T11:00:00
Transaction,"Chapman, Hall and Miller","Mann, Myers and Rivera",,False,True,"Mann, Myers and Rivera__0__0__Haacklee Herald.txt",00,"Mann, Myers and Rivera_Haacklee Herald",1.0,BassLine,Jack Inch,2035-06-05T11:00:00
Transaction,Myers-Alvarez,"Mann, Myers and Rivera",,False,True,"Mann, Myers and Rivera__0__0__Haacklee Herald.txt",00,"Mann, Myers and Rivera_Haacklee Herald",1.0,BassLine,Jack Inch,2035-06-05T11:00:00
Transaction,Thomas-Weaver,"Clements, Allen and Sullivan",,False,True,"Clements, Allen and Sullivan__0__0__Lomark Daily.txt",00,"Clements, Allen and Sullivan_Lomark Daily",1.0,ShadGPT,Pelagia Alethea Mordoch,2035-06-05T13:00:00
Communication,Thomas-Weaver,"Clements, Allen and Sullivan",,False,True,"Clements, Allen and Sullivan__0__0__Lomark Daily.txt",00,"Clements, Allen and Sullivan_Lomark Daily",1.0,ShadGPT,Pelagia Alethea Mordoch,2035-06-05T13:00:00
Transaction,Perez-Harmon,"Clements, Allen and Sullivan",,False,True,"Clements, Allen and Sullivan__0__0__Lomark Daily.txt",00,"Clements, Allen and Sullivan_Lomark Daily",1.0,ShadGPT,Pelagia Alethea Mordoch,2035-06-05T13:00:00
Communication,Hernandez-Rojas,"Jones, Davis and Grant",,False,True,"Jones, Davis and Grant__0__0__Lomark Daily.txt",00,"Jones, Davis and Grant_Lomark Daily",1.0,BassLine,Pelagia Alethea Mordoch,2035-06-05T13:00:00
Transaction,Bowers Group,"Jones, Davis and Grant",,False,True,"Jones, Davis and Grant__0__0__Lomark Daily.txt",00,"Jones, Davis and Grant_Lomark Daily",1.0,BassLine,Pelagia Alethea Mordoch,2035-06-05T13:00:00
Transaction,Velasquez Inc,"Jones, Davis and Grant",,False,True,"Jones, Davis and Grant__0__0__Lomark Daily.txt",00,"Jones, Davis and Grant_Lomark Daily",1.0,BassLine,Pelagia Alethea Mordoch,2035-06-05T13:00:00
Transaction,Parrish LLC,"Glover, Moran and Johnson",,False,True,"Glover, Moran and Johnson__0__0__Haacklee Herald.txt",00,"Glover, Moran and Johnson_Haacklee Herald",1.0,ShadGPT,Harvey Janus,2035-06-05T18:00:00
Transaction,"James, Bell and Chen","Glover, Moran and Johnson",,False,True,"Glover, Moran and Johnson__0__0__Haacklee Herald.txt",00,"Glover, Moran and Johnson_Haacklee Herald",1.0,ShadGPT,Harvey Janus,2035-06-05T18:00:00
Transaction,Serrano-Cruz,"Glover, Moran and Johnson",,False,True,"Glover, Moran and Johnson__0__0__Haacklee Herald.txt",00,"Glover, Moran and Johnson_Haacklee Herald",1.0,ShadGPT,Harvey Janus,2035-06-05T18:00:00
Communication,Serrano-Cruz,"Glover, Moran and Johnson",,False,True,"Glover, Moran and Johnson__0__0__The News Buoy.txt",00,"Glover, Moran and Johnson_The News Buoy",1.0,ShadGPT,Harvey Janus,2035-06-05T18:00:00
Transaction,"Spencer, Richards and Wilson",Rivas-Stevens,"Transactions with Mcgee and Sons, Spencer, Richards and Wilson, and others showcase Rivas-Stevens' ongoing partnerships.",True,True,Rivas-Stevens__0__0__The News Buoy.txt,00,Rivas-Stevens_The News Buoy,0.5,ShadGPT,Olokun Daramola,2035-06-05T18:00:00
Transaction,"Spencer, Richards and Wilson",Rivas-Stevens,"Closing out the month, Rivas-Stevens engages in transactions with Jones, Davis and Grant, Spencer, Richards and Wilson, and others.",True,True,Rivas-Stevens__0__0__The News Buoy.txt,00,Rivas-Stevens_The News Buoy,0.5,ShadGPT,Olokun Daramola,2035-06-05T18:00:00
Transaction,Fisherman's Best N.V. Express,Rivas-Stevens,,False,True,Rivas-Stevens__0__0__The News Buoy.txt,00,Rivas-Stevens_The News Buoy,0.5,ShadGPT,Olokun Daramola,2035-06-05T18:00:00
Transaction,Fisherman's Best N.V. Express,Rivas-Stevens,,False,True,Rivas-Stevens__0__0__The News Buoy.txt,00,Rivas-Stevens_The News Buoy,0.5,ShadGPT,Olokun Daramola,2035-06-05T18:00:00
Transaction,Thompson-Padilla,"Glover, Moran and Johnson",,False,True,"Glover, Moran and Johnson__0__0__Lomark Daily.txt",00,"Glover, Moran and Johnson_Lomark Daily",1.0,BassLine,Urashima Tarō,2035-06-05T19:00:00
Communication,"Collins, Johnson and Lloyd","Glover, Moran and Johnson",,False,True,"Glover, Moran and Johnson__0__0__Lomark Daily.txt",00,"Glover, Moran and Johnson_Lomark Daily",1.0,BassLine,Urashima Tarō,2035-06-05T19:00:00
Communication,"Collins, Johnson and Lloyd","Glover, Moran and Johnson",,False,True,"Glover, Moran and Johnson__0__0__The News Buoy.txt",00,"Glover, Moran and Johnson_The News Buoy",1.0,BassLine,Urashima Tarō,2035-06-05T19:00:00
Fishing,Wrasse Beds,NortheastSeafood Carriers,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald,1.0,ShadGPT,Haenyeo Hyun-Ki,2035-06-05T22:00:00
Fishing,Wrasse Beds,NortheastSeafood Carriers,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald,1.0,ShadGPT,Haenyeo Hyun-Ki,2035-06-05T22:00:00
Fishing,Wrasse Beds,NortheastSeafood Carriers,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald,1.0,ShadGPT,Haenyeo Hyun-Ki,2035-06-05T22:00:00
Fishing,Wrasse Beds,NortheastSeafood Carriers,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald,1.0,ShadGPT,Haenyeo Hyun-Ki,2035-06-05T22:00:00
Fishing,Wrasse Beds,NortheastSeafood Carriers,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald,1.0,ShadGPT,Haenyeo Hyun-Ki,2035-06-05T22:00:00
Fishing,Wrasse Beds,NortheastSeafood Carriers,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald,1.0,ShadGPT,Haenyeo Hyun-Ki,2035-06-05T22:00:00
Fishing,Wrasse Beds,NortheastSeafood Carriers,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald,1.0,ShadGPT,Haenyeo Hyun-Ki,2035-06-05T22:00:00
Criticize,Marine Sentinels Initiative,NortheastSeafood Carriers,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald,1.0,ShadGPT,Haenyeo Hyun-Ki,2035-06-05T22:00:00
CertificateIssued,NortheastSeafood Carriers,City Of Paackland,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald,1.0,ShadGPT,Haenyeo Hyun-Ki,2035-06-05T22:00:00
CertificateIssued,NortheastSeafood Carriers,City Of Paackland,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald,1.0,ShadGPT,Haenyeo Hyun-Ki,2035-06-05T22:00:00
CertificateIssued,NortheastSeafood Carriers,City Of Paackland,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald,1.0,ShadGPT,Haenyeo Hyun-Ki,2035-06-05T22:00:00
CertificateIssued,NortheastSeafood Carriers,City Of Paackland,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald,1.0,ShadGPT,Haenyeo Hyun-Ki,2035-06-05T22:00:00
CertificateIssued,NortheastSeafood Carriers,City Of Lomark,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald,1.0,ShadGPT,Haenyeo Hyun-Ki,2035-06-05T22:00:00
CertificateIssued,NortheastSeafood Carriers,City Of Lomark,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald,1.0,ShadGPT,Haenyeo Hyun-Ki,2035-06-05T22:00:00
Fishing,Wrasse Beds,NortheastSeafood Carriers,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily,1.0,ShadGPT,Haenyeo Hyun-Ki,2035-06-05T22:00:00
Fishing,Wrasse Beds,NortheastSeafood Carriers,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily,1.0,ShadGPT,Haenyeo Hyun-Ki,2035-06-05T22:00:00
CertificateIssued,NortheastSeafood Carriers,City Of Paackland,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily,1.0,ShadGPT,Haenyeo Hyun-Ki,2035-06-05T22:00:00
CertificateIssued,NortheastSeafood Carriers,City Of Paackland,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily,1.0,ShadGPT,Haenyeo Hyun-Ki,2035-06-05T22:00:00
Convicted,NortheastSeafood Carriers,City Of Paackland,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily,1.0,ShadGPT,Haenyeo Hyun-Ki,2035-06-05T22:00:00
CertificateIssued,NortheastSeafood Carriers,City Of Paackland,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily,1.0,ShadGPT,Haenyeo Hyun-Ki,2035-06-05T22:00:00
CertificateIssued,NortheastSeafood Carriers,City Of Paackland,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily,1.0,ShadGPT,Haenyeo Hyun-Ki,2035-06-05T22:00:00
CertificateIssued,NortheastSeafood Carriers,City Of Lomark,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily,1.0,ShadGPT,Haenyeo Hyun-Ki,2035-06-05T22:00:00
CertificateIssued,NortheastSeafood Carriers,City Of Lomark,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily,1.0,ShadGPT,Haenyeo Hyun-Ki,2035-06-05T22:00:00
Fishing,Wrasse Beds,NortheastSeafood Carriers,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy,1.0,ShadGPT,Haenyeo Hyun-Ki,2035-06-05T22:00:00
Criticize,Marine Sentinels Initiative,NortheastSeafood Carriers,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy,1.0,ShadGPT,Haenyeo Hyun-Ki,2035-06-05T22:00:00
CertificateIssued,NortheastSeafood Carriers,City Of Paackland,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy,1.0,ShadGPT,Haenyeo Hyun-Ki,2035-06-05T22:00:00
CertificateIssued,NortheastSeafood Carriers,City Of Paackland,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy,1.0,ShadGPT,Haenyeo Hyun-Ki,2035-06-05T22:00:00
CertificateIssued,NortheastSeafood Carriers,City Of Paackland,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy,1.0,ShadGPT,Haenyeo Hyun-Ki,2035-06-05T22:00:00
Convicted,NortheastSeafood Carriers,City Of Paackland,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy,1.0,ShadGPT,Haenyeo Hyun-Ki,2035-06-05T22:00:00
CertificateIssued,NortheastSeafood Carriers,City Of Paackland,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy,1.0,ShadGPT,Haenyeo Hyun-Ki,2035-06-05T22:00:00
CertificateIssued,NortheastSeafood Carriers,City Of Lomark,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy,1.0,ShadGPT,Haenyeo Hyun-Ki,2035-06-05T22:00:00
